chapter_number,verse_number,verse_id,verse_id_arabic,chapter_verses,chapter_title_english,chapter_title_arabic,chapter_title_persian,verse_subtitle_english,verse_text_persian,verse_text_english,verse_footnote_english
2,135,4:15,١٣٥:٢,286,The Heifer,البقرة,ماده گاو,Submission (Islam): Abraham's Religion*,"آنها گفتند: ""بايد يهودی يا مسيحی باشيد، تا هدايت يابيد."" بگو: ""ما از دين ابراهيم پيروی می کنيم- از يکتا پرستی- او هرگز مشرک نبود.""","They said, ""You have to be Jewish or Christian, to be guided."" Say, ""We follow the religion of Abraham—monotheism—he never was an idol worshiper.""","*2:135 The Quran repeatedly informs us that Submission is the religion of Abraham (3:95, 4:125, 6:161, 22:78). Abraham received a practical ""scripture,"" namely, all the duties and practices of Submission (the Contact Prayers (Salat), the obligatory charity (Zakat), the fasting of Ramadan, and the Hajj pilgrimage). Muhammad was a follower of Abraham's religion, as we see in 16:123; he delivered this Final Testament, the Quran. The third messenger of Submission delivered the religion's proof of authenticity (see 3:81 and Appendices 1, 2, 24, & 26)."
2,136,4:16,١٣٦:٢,286,The Heifer,البقرة,ماده گاو,No Distinction Among God's Messengers,"بگوييد: ""ما به خدا و به آنچه بر ما نازل شد و به آنچه بر ابراهيم، اسماعيل، اسحاق، يعقوب و اسباط نازل شد، ايمان داريم؛ و به آنچه به موسی و عيسی و تمام پيامبران از جانب پروردگارشان داده شد. ما ميان هيچ يك از آنها فرقی نمی ‌گذاريم. ما فقط تسليم او هستيم.""","Say, ""We believe in GOD, and in what was sent down to us, and in what was sent down to Abraham, Ismail, Isaac, Jacob, and the Patriarchs; and in what was given to Moses and Jesus, and all the prophets from their Lord. We make no distinction among any of them. To Him alone we are submitters.""",
2,137,4:17,١٣٧:٢,286,The Heifer,البقرة,ماده گاو,,اگر آنها هم مانند شما ايمان بياورند، پس هدايت شده‌اند. اما اگر روی گردانند، از مخالفان هستند. خدا شما را از شر مخالفت آنها حفظ خواهد كرد؛ اوست شنوا، دانای مطلق.,"If they believe as you do, then they are guided. But if they turn away, then they are in opposition. GOD will spare you their opposition; He is the Hearer, the Omniscient.",
2,138,4:18,١٣٨:٢,286,The Heifer,البقرة,ماده گاو,,"چنين است روش خدا و روش چه کسی بهتر از خداست؟ ""ما فقط او را می پرستيم.""","Such is GOD's system, and whose system is better than GOD's? ""Him alone we worship.""",
2,139,4:19,١٣٩:٢,286,The Heifer,البقرة,ماده گاو,,"بگو: ""آيا دربارهٔ خدا با ما مشاجره می کنيد، درحالی که او پروردگار ما و پروردگار شماست؟ ما مسئول اعمال خويش هستيم و شما مسئول اعمال خود. ما فقط به او اخلاص می ورزيم.""","Say, ""Do you argue with us about GOD, when He is our Lord and your Lord? We are responsible for our deeds, and you are responsible for your deeds. To Him alone we are devoted.""",
2,140,4:20,١٤٠:٢,286,The Heifer,البقرة,ماده گاو,,"آيا می گوييد که ابراهيم، اسماعيل، اسحاق، يعقوب و اسباط يهودی يا مسيحی بودند؟ بگو: ""آيا شما بهتر از خدا می دانيد؟ کيست پليدتر از آن که شهادتی را که از خدا آموخته است، كتمان كند؟ خدا هرگز از آنچه می کنيد، غافل نيست.""","Do you say that Abraham, Ismail, Isaac, Jacob, and the Patriarchs were Jewish or Christian? Say, ""Do you know better than GOD? Who is more evil than one who conceals a testimony he has learned from GOD? GOD is never unaware of anything you do.""",
2,141,4:21,١٤١:٢,286,The Heifer,البقرة,ماده گاو,,آن بود جامعه‌ای از گذشته. آنها برای آنچه كسب كردند مسئولند و شما برای آنچه كسب می كنيد، مسئول هستيد. شما جوابگوی هيچ يك از اعمال آنها نيستيد.,"That was a community from the past. They are responsible for what they earned, and you are responsible for what you earned. You are not answerable for anything they did.",
2,142,4:22,١٤٢:٢,286,The Heifer,البقرة,ماده گاو,Abolition of Bigotry and Prejudice*,"در ميان مردم نابخردانی هستند كه مى گويند: ""چرا جهت قبلهٔ خود را تغيير دادند؟"" بگو: ""شرق و غرب از آن خداست؛ هر کس که بخواهد، او به راهی مستقيم هدايتش می کند.""","The fools among the people would say, ""Why did they change the direction of their Qiblah?"" Say, ""To GOD belongs the east and the west; He guides whoever wills in a straight path.""","*2:142-145 ""Qiblah"" is the direction one faces during the Contact Prayers (Salat). When Gabriel conveyed to Muhammad the command to face Jerusalem instead of Mecca, the hypocrites were exposed. The Arabs were strongly prejudiced in favor of the Ka'aba as their ""Qiblah."" Only the true believers were able to overcome their prejudices; they readily obeyed the messenger."
2,143,4:23,١٤٣:٢,286,The Heifer,البقرة,ماده گاو,,اين چنين شما را جامعه ای بی طرف قرار داديم، تا بر مردم شاهد باشيد و رسول بر شما شاهد باشد. ما جهت اصلی قبله را فقط به اين منظور تغيير داديم که معلوم شود چه کسانی بی چون و چرا از رسول پيروی می کنند و چه کسانی روی پاشنهٔ خود عقبگرد می کنند. آن آزمايشی بود دشوار، ولی نه برای آنان که خدا هدايتشان کرده است. خدا هرگز عبادات شما را تباه نمی گرداند. خدا نسبت به مردم رﺋوف است، مهربان ترين.,"We thus made you an impartial community, that you may serve as witnesses among the people, and the messenger serves as a witness among you. We changed the direction of your original Qiblah only to distinguish those among you who readily follow the messenger from those who would turn back on their heels. It was a difficult test, but not for those who are guided by GOD. GOD never puts your worship to waste. GOD is Compassionate towards the people, Most Merciful.",
2,144,4:24,١٤٤:٢,286,The Heifer,البقرة,ماده گاو,Qiblah Restored to Mecca,ما ديده ايم که تو (در جستجوی جهت درست) رو به آسمان می گردانی. اينک قبله ای تعيين می کنيم که تو خوشنود شوی. از اين پس، روی خود را به سوی مسجدالحرام بگردان. هر جا که باشيد، همهٔ شما روی خود را به آن سو بگردانيد. کسانی که کتاب آسمانی پيشين را دريافت کردند، می دانند که اين حقيقتی است از جانب پروردگارشان. خدا هرگز از آنچه می کنند، غافل نيست.,"We have seen you turning your face about the sky (searching for the right direction). We now assign a Qiblah that is pleasing to you. Henceforth, you shall turn your face towards the Sacred Masjid. Wherever you may be, all of you shall turn your faces towards it. Those who received the previous scripture know that this is the truth from their Lord. GOD is never unaware of anything they do.",
2,145,4:25,١٤٥:٢,286,The Heifer,البقرة,ماده گاو,,هر معجزه ای هم که به اهل کتاب نشان دهی، باز از قبلهٔ تو پيروی نخواهند کرد. تو نيز از قبلهٔ آنها پيروی نکن. آنها حتی از قبلهٔ يکديگر پيروی نمی کنند. اگر پس از دانشی که به تو رسيده است، به خواسته هايشان تن دهی، در شمار ستمگران قرار خواهی گرفت.,"Even if you show the followers of the scripture every kind of miracle, they will not follow your Qiblah. Nor shall you follow their Qiblah. They do not even follow each others' Qiblah. If you acquiesce to their wishes, after the knowledge that has come to you, you will belong with the transgressors.",
2,146,4:26,١٤٦:٢,286,The Heifer,البقرة,ماده گاو,Abuse of the Scripture: Selective Emphasis and Concealment,كسانی كه كتاب آسمانی دريافت كردند، حقيقت را در اين می ‌شناسند، همان طور كه فرزندان خود را می ‌شناسند. با اين همه، برخی از آنها دانسته حقيقت را كتمان می ‌كنند.,"Those who received the scripture recognize the truth herein, as they recognize their own children. Yet, some of them conceal the truth, knowingly.",
2,147,4:27,١٤٧:٢,286,The Heifer,البقرة,ماده گاو,,اين حقيقتی است از جانب پروردگارت؛ هيچ شكی به خود راه نده.,This is the truth from your Lord; do not harbor any doubt.,
